Canal 1
2,350886	0,609570	0,101181
1,198358	2,028228	0,104900
1,754650	0,277393	0,105251
2,551876	1,623068	0,105466
3,535486	0,510149	0,104971
2,143268	3,233223	0,098149
1,513289	-0,149212	0,086866
1,434715	1,572739	0,104163
1,853254	0,130996	0,094874
1,756504	1,255920	0,104128
44,870108	2,028715	1,970758
44,795716	2,258740	2,030717
44,733851	2,234445	2,021249
45,343319	1,955209	2,038015
44,872270	2,135304	1,966334
45,244451	1,745952	1,992300
44,640190	2,473259	2,003786
45,555159	1,956971	1,966826
45,616746	2,067543	1,978961
45,419701	1,920708	2,005309
90,218663	2,982661	0,976862
89,485365	3,021330	1,047973
90,342375	2,315911	0,977267
89,803947	2,707707	0,989748
89,457205	2,310021	1,000909
89,833576	2,578692	0,987559
89,767456	2,820044	0,979571
89,873466	2,896690	0,992926
90,628300	2,995931	1,010576
89,592656	2,987897	1,005823


Canal 2
2,731893	2,918307	0,120446
1,615698	1,222530	0,091675
2,906212	0,623727	0,101639
2,183784	1,586010	0,090512
2,350339	0,052172	0,085227
1,744606	1,622588	0,112320
2,844247	1,706913	0,094822
1,805186	0,225470	0,088200
2,181816	1,053157	0,096984
2,033196	0,882198	0,094348
45,180633	1,605847	2,029372
44,260240	2,277685	1,960658
44,563643	2,382581	1,992566
44,899025	2,095526	1,988446
44,505754	2,482913	1,996716
45,693729	2,170630	2,018747
45,209462	2,289067	1,977743
44,209871	1,468674	2,012073
43,754138	2,296720	2,014819
45,201934	2,083340	1,996417
91,141175	2,403913	1,009827
90,871846	2,682678	0,990170
89,031231	2,945715	0,995210
90,997241	2,439059	0,990818
90,273311	2,958176	0,992471
89,986202	2,786084	0,986088
90,216477	2,706753	1,024488
89,943766	2,448239	0,970750
89,591080	2,635649	1,004136
90,258450	2,461119	1,031285


Canal 3
2,252320	3,035004	0,110167
1,916834	0,911171	0,090169
2,338039	2,810772	0,087538
1,680420	0,048807	0,100592
1,913955	0,989098	0,098002
2,037059	1,918810	0,093061
