Grade 1
14,000000	0,210900	0,096080
16,000000	0,342950	0,133879
16,000000	0,341340	0,236076
1,000000	0,367520	0,147867
13,000000	0,340950	0,053914
6,000000	0,341340	0,163454
6,000000	0,414680	0,076630
13,000000	0,367100	0,072417
55,000000	0,414680	0,094754
1,000000	0,315160	0,128977
6,000000	0,315160	0,054225
6,000000	0,414680	0,107297
6,000000	0,367520	0,806984
1,000000	0,414680	0,155680
6,000000	0,367520	0,362862
16,000000	0,516600	0,131047
14,000000	0,550780	0,520569
16,000000	0,822360	0,648680
13,000000	1,133660	0,097070
6,000000	1,341780	0,155529
2,000000	1,597980	0,297430
33,000000	1,781200	0,222913
34,000000	2,174260	18,610256
34,000000	2,174260	7,724884
34,000000	2,094200	7,398278
34,000000	2,094200	4,012371
34,000000	2,070200	12,103151
34,000000	2,094200	8,746410
34,000000	2,174260	10,696961
34,000000	2,070200	8,702540
34,000000	2,070200	10,359752
34,000000	2,070200	11,376927
34,000000	2,070200	14,253614
34,000000	2,224400	24,717539
34,000000	2,354600	29,876348
33,000000	2,536880	5,045328
33,000000	2,693120	1,095390
33,000000	2,771240	2,408538
34,000000	2,771240	0,816983
33,000000	2,694560	2,543663
33,000000	2,719160	2,069417
33,000000	2,694560	2,784672
33,000000	2,798620	2,036401
33,000000	2,745200	1,183389
34,000000	2,719160	1,112154
33,000000	2,798620	1,949770
33,000000	2,719160	2,328334
33,000000	2,798620	1,356054
33,000000	2,694560	1,472665
33,000000	2,798620	1,687581
33,000000	2,719160	3,095568
34,000000	2,694560	1,238604
34,000000	2,745200	1,511560
33,000000	2,719160	1,745182
33,000000	2,798620	1,966016
34,000000	2,798620	1,841382
34,000000	2,694560	1,674923
33,000000	2,694560	2,336361
33,000000	2,486440	6,313561
34,000000	2,380640	20,060897
34,000000	2,224400	20,919192
34,000000	2,070200	7,877014
33,000000	1,885880	1,034732
1,000000	1,571800	0,114862
14,000000	1,341780	0,320451
59,000000	1,133660	0,099210
12,000000	0,864940	0,205548
6,000000	0,630600	0,441950
12,000000	0,414680	0,039739
6,000000	0,414680	0,176465
6,000000	0,414680	0,217889
6,000000	0,369100	0,113078
7,000000	0,472240	0,079286


Grade 2
59,000000	0,210900	3,005391
54,000000	0,342950	3,677570
60,000000	0,341340	2,466637
60,000000	0,367520	3,339449
60,000000	0,340950	2,591529
60,000000	0,341340	2,591975
60,000000	0,414680	3,046374
55,000000	0,367100	7,161768
56,000000	0,414680	9,618784
60,000000	0,315160	2,915817
60,000000	0,315160	2,663791
60,000000	0,414680	2,415299
60,000000	0,367520	2,492259
55,000000	0,414680	4,789789
56,000000	0,367520	9,369035
58,000000	0,516600	4,077558
57,000000	0,550780	2,873318
60,000000	0,822360	2,926377
59,000000	1,133660	7,992809
59,000000	1,341780	8,989687
56,000000	1,597980	6,866583
57,000000	1,781200	8,280606
55,000000	2,174260	7,624918
60,000000	2,174260	2,724478
93,000000	2,094200	2,892320
60,000000	2,094200	2,630365
60,000000	2,070200	2,935130
34,000000	2,094200	3,294926
93,000000	2,174260	4,885208
93,000000	2,070200	5,294216
93,000000	2,070200	3,731189
34,000000	2,070200	9,971545
34,000000	2,070200	3,976216
55,000000	2,224400	8,757107
34,000000	2,354600	3,656496
94,000000	2,536880	16,740188
93,000000	2,693120	14,158858
93,000000	2,771240	20,339413
93,000000	2,771240	41,434157
94,000000	2,694560	19,533172
93,000000	2,719160	24,910148
94,000000	2,694560	22,934856
94,000000	2,798620	30,352445
93,000000	2,745200	23,136220
93,000000	2,719160	10,856391
94,000000	2,798620	19,978070
93,000000	2,719160	44,668392
93,000000	2,798620	36,649177
94,000000	2,694560	34,198107
93,000000	2,798620	25,347117
94,000000	2,719160	15,302752
93,000000	2,694560	36,385477
94,000000	2,745200	23,033176
94,000000	2,719160	13,588740
93,000000	2,798620	25,475801
94,000000	2,798620	40,269457
94,000000	2,694560	33,778486
94,000000	2,694560	27,846042
94,000000	2,486440	17,088110
34,000000	2,380640	6,946448
34,000000	2,224400	4,701184
93,000000	2,070200	7,202087
60,000000	1,885880	2,464414
60,000000	1,571800	2,501891
59,000000	1,341780	6,972463
59,000000	1,133660	8,003977
55,000000	0,864940	4,422976
59,000000	0,630600	3,138807
60,000000	0,414680	2,377414
59,000000	0,414680	4,970270
55,000000	0,414680	7,996705
60,000000	0,369100	2,431368
55,000000	0,472240	4,659181


Grade 3
1,000000	0,210900	0,179561
6,000000	0,342950	0,262036
6,000000	0,341340	0,249190
6,000000	0,367520	0,162311
1,000000	0,340950	0,153999
1,000000	0,341340	1,673144
1,000000	0,414680	0,299826
1,000000	0,367100	1,158055
1,000000	0,414680	0,485456
1,000000	0,315160	0,154775
1,000000	0,315160	2,826087
5,000000	0,414680	0,087388
6,000000	0,367520	0,738767
1,000000	0,414680	0,099373
6,000000	0,367520	0,183704
1,000000	0,516600	0,192871
1,000000	0,550780	2,107580
24,000000	0,822360	0,313662
7,000000	1,133660	0,225912
